,ski_resort,address,city,state,zipcode,sumt,drop,base,gondolas_and_trams,fastEight,highSpeedSixes,quadChairs,tripleChairs,doubleChairs,surfeLifts,totalRuns (acre),longestRun (miles),daysOpenLastYear,averageSnowfall (inches),projectedOpening,projectedClosing,NovSnow,DecSnow,JanSnow,FebSnow,MarSnow,AprSnow,child_season,junior_season,adult_season,child_weekday,junior_weekday,adult_weekday,senior_weekday,child_weekend,junior_weekend,adult_weekend,Url,beginner_runs,intermediate_runs,advanced_runs,expert_runs,epic,mountain_collective,ikon,indy,dec_mean_2_guests,dec_min_2_guests,dec_max_2_guests,jan_mean_2_guests,jan_min_2_guests,jan_max_2_guests,feb_mean_2_guests,feb_min_2_guests,feb_max_2_guests,mar_mean_2_guests,mar_min_2_guests,mar_max_2_guests,apr_mean_2_guests,apr_min_2_guests,apr_max_2_guests,may_mean_2_guests,may_min_2_guests,may_max_2_guests,dec_mean_4_guests,dec_min_4_guests,dec_max_4_guests,jan_mean_4_guests,jan_min_4_guests,jan_max_4_guests,feb_mean_4_guests,feb_min_4_guests,feb_max_4_guests,mar_mean_4_guests,mar_min_4_guests,mar_max_4_guests,apr_mean_4_guests,apr_min_4_guests,apr_max_4_guests,may_mean_4_guests,may_min_4_guests,may_max_4_guests,full_address,latitude,longitude,total_lifts
260,Spout Springs,79327 Highway 204,Weston,Oregon,97813,5500,610,4850,0.0,0.0,0.0,0.0,0.0,2.0,2.0,200,0.1,117,118,March 31 2024,March 31 2025,0.0,0.3,4.0,2.0,0.0,0.0,296,478,490,258,33,46,49,39,29,55,https://www.onthesnow.com/oregon/spout-springs/ski-resort.html,0,0,0,0,0,0,0,0,185.2352941176471,75.0,495.0,183.0,75.0,495.0,188.0,75.0,495.0,193.5142857142857,75.0,495.0,198.28571428571428,75.0,495.0,173.75,84.0,495.0,259.5757575757576,75.0,495.0,265.09090909090907,75.0,495.0,254.8181818181818,75.0,495.0,258.42424242424244,75.0,495.0,281.3030303030303,75.0,760.0,249.375,124.0,500.0,"79327 Highway 204, Weston, Oregon",45.7555622,-118.0509253,4.0
261,Spring Mountain,P.O. Box 276,Spring Mount,Pennsylvania,19478,528,450,78,0.0,0.0,0.0,0.0,1.0,3.0,2.0,45,0.2,100,20,December 10 2023,March 10 2024,0.0,0.2,3.0,6.0,1.0,0.0,25,365,430,365,33,46,49,39,29,55,https://www.onthesnow.com/pennsylvania/spring-mountain-ski-area/ski-resort.html,0,0,0,0,0,0,0,0,173.62857142857143,53.0,500.0,145.25714285714287,50.0,310.0,151.2,50.0,301.0,165.22222222222226,50.0,500.0,174.5714285714286,50.0,575.0,137.60714285714286,50.0,300.0,253.28571428571428,89.0,574.0,245.6,89.0,619.0,236.6,89.0,574.0,240.82857142857142,92.0,574.0,269.7142857142857,91.0,574.0,217.95833330000002,89.0,488.0,"P.O. Box 276, Spring Mount, Pennsylvania",40.27565739999999,-75.4565657,6.0
262,Mission Ridge,P.O. Box 1668,Wenatchee,Washington,98807-1668,6820,2250,4570,0.0,1.0,0.0,0.0,0.0,3.0,3.0,66,0.8,104,200,November 17 2012,April 28 2024,5.0,38.0,34.0,32.0,19.0,9.0,119,499,849,429,33,46,49,39,29,55,https://www.onthesnow.com/washington/ssion-ridge/ski-resort.html,0,0,0,0,0,0,0,1,152.97222222222226,76.0,295.0,137.54285714285714,70.0,270.0,143.68571428571428,76.0,270.0,151.69444444444446,60.0,295.0,171.41666666666666,70.0,748.0,135.28571428571428,55.0,638.0,266.25714285714287,111.0,468.0,276.14285714285717,103.0,630.0,261.3142857142857,103.0,599.0,263.2,103.0,468.0,288.85714285714283,95.0,748.0,259.3333333,91.0,638.0,"P.O. Box 1668, Wenatchee, Washington",47.4234599,-120.31034939999999,7.0
263,Steamboat,2305 Mt. Werner Circle,Steamboat Springs,Colorado,80487,10568,3668,6900,2.0,6.0,1.0,1.0,4.0,2.0,5.0,333,3.0,144,336,November 22 2023,April 14 2024,15.0,80.0,69.0,61.0,46.0,15.0,389,879,1,133,177,167,144,192,182,106,https://www.onthesnow.com/colorado/steamboat/ski-resort.html,12,43,40,5,0,0,1,0,189.13888888888889,119.0,312.0,277.8857142857143,99.0,449.0,276.2,119.0,398.0,280.0555555555556,164.0,549.0,188.77777777777774,109.0,299.0,96.46666666666668,55.0,139.0,246.77142857142857,130.0,429.0,396.28571428571433,200.0,678.0,347.9714285714286,163.0,570.0,393.11428571428564,163.0,627.0,283.57142857142856,130.0,450.0,128.3157895,74.0,299.0,"2305 Mt. Werner Circle, Steamboat Springs, Colorado",40.4570979,-106.80447179999999,21.0
264,Stevens Pass,P.O. Box 98,Skykosh,Washington,98288,5845,1800,4061,0.0,4.0,0.0,1.0,3.0,2.0,2.0,1125,1.0,116,460,December 02 2022,April 16 2023,17.0,94.0,77.0,85.0,48.0,21.0,439,859,490,258,33,46,49,39,29,55,https://www.onthesnow.com/washington/stevens-pass-resort/ski-resort.html,8,43,31,18,1,0,0,0,235.55882352941174,121.0,437.0,234.29411764705884,120.0,386.0,231.42857142857144,125.0,385.0,231.17647058823533,125.0,385.0,227.25714285714287,108.0,436.0,181.04,85.0,425.0,276.4,125.0,458.0,264.4,125.0,500.0,249.5142857142857,125.0,545.0,297.42857142857144,126.0,650.0,275.25714285714287,125.0,650.0,197.04166669999998,99.0,425.0,"P.O. Box 98, Skykosh, Washington",47.70927460000001,-121.36010139999999,12.0
265,Stowe Mountain,5781 Mountain Rd.,Stowe,Vermont,05672-4890,4395,2360,2035,2.0,0.0,0.0,4.0,2.0,2.0,2.0,388,3.7,155,314,November 18 2023,April 14 2024,14.0,43.0,50.0,54.0,49.0,13.0,439,859,490,258,33,46,49,39,29,55,https://www.onthesnow.com/vermont/stowe-mountain-resort/ski-resort.html,16,55,15,15,1,0,0,0,231.0,91.0,495.0,235.88571428571427,91.0,601.0,236.34285714285718,91.0,532.0,227.25,91.0,503.0,210.5,88.0,434.0,141.0625,50.0,233.0,354.06666666666666,161.0,635.0,351.91428571428565,155.0,651.0,352.4848484848485,150.0,665.0,351.93103448275866,150.0,665.0,331.2,150.0,666.0,221.4444444,149.0,345.0,"5781 Mountain Rd., Stowe, Vermont",44.5291336,-72.7773251,12.0
266,Stratton Mountain,RR #1 Box 145,Stratton Mountain,Vermont,05155,3875,2003,1872,1.0,1.0,4.0,2.0,1.0,1.0,1.0,474,3.0,155,180,November 25 2022,April 16 2023,3.0,30.0,25.0,37.0,22.0,1.0,389,879,1179,258,100,125,100,39,100,125,https://www.onthesnow.com/vermont/stratton-mountain/ski-resort.html,0,0,0,0,0,0,1,0,310.8235294117647,87.0,850.0,330.6363636363636,108.0,850.0,380.55882352941177,103.0,925.0,375.2647058823529,101.0,925.0,296.7714285714285,86.0,690.0,131.375,67.0,325.0,439.21875,207.0,990.0,482.0,167.0,925.0,478.2647058823529,155.0,1200.0,524.3235294117649,155.0,999.0,390.2352941176471,215.0,1000.0,203.61904760000002,88.0,399.0,"RR #1 Box 145, Stratton Mountain, Vermont",43.1138414,-72.905452,11.0
267,Sugar Bowl,P.O. Box 5,Norden,California,95724,8383,1500,6883,1.0,5.0,0.0,3.0,1.0,0.0,2.0,375,3.0,151,500,November 24 2023,April 28 2024,17.0,75.0,70.0,69.0,77.0,17.0,669,889,1119,889,73,103,125,103,73,103,https://www.onthesnow.com/california/sugar-bowl-resort/ski-resort.html,15,45,28,12,0,1,0,0,256.8181818181818,139.0,475.0,286.4705882352941,136.0,650.0,324.8857142857143,139.0,900.0,311.77777777777777,138.0,739.0,300.52777777777777,139.0,999.0,189.7142857142857,100.0,350.0,294.85714285714283,144.0,617.0,350.31428571428563,190.0,893.0,322.9428571428571,175.0,590.0,349.45714285714286,190.0,739.0,349.25714285714287,165.0,996.0,245.5909091,120.0,643.0,"P.O. Box 5, Norden, California",39.317355600000006,-120.35418200000001,12.0
268,Sugar Mountain,P.O. Box 369,Banner Elk,North Carolina,28604,5300,1200,4100,0.0,1.0,1.0,0.0,1.0,3.0,2.0,125,1.5,127,77,November 18 2023,March 30 2024,3.0,8.0,17.0,14.0,6.0,0.0,860,478,40,50,33,46,59,84,29,55,https://www.onthesnow.com/north-carolina/sugar-mountain-resort/ski-resort.html,38,48,10,5,0,0,0,0,176.44117647058826,85.0,533.0,159.33333333333334,85.0,533.0,150.05882352941177,85.0,538.0,164.0,85.0,459.0,169.78787878787878,85.0,469.0,120.75,58.0,220.0,207.42857142857144,88.0,429.0,202.0857142857143,87.0,340.0,207.4857142857143,88.0,641.0,207.7647058823529,88.0,558.0,217.45714285714286,87.0,354.0,155.1176471,76.0,245.0,"P.O. Box 369, Banner Elk, North Carolina",36.1631817,-81.87150190000001,8.0
269,Sugarbush,1840 Sugarbush cess Road,Warren,Vermont,05674,4083,2600,1483,0.0,5.0,0.0,5.0,2.0,1.0,3.0,406,3.0,150,250,November 22 2023,May 05 2024,14.0,51.0,44.0,44.0,42.0,14.0,389,879,1179,258,33,46,49,39,29,55,https://www.onthesnow.com/vermont/sugarbush/ski-resort.html,23,42,27,7,0,1,1,0,186.57142857142856,107.0,437.0,206.6,91.0,474.0,215.85714285714286,91.0,437.0,229.02941176470588,110.0,418.0,202.0857142857143,91.0,437.0,126.04,60.0,213.0,274.25714285714287,117.0,500.0,320.2,134.0,513.0,322.7428571428572,144.0,530.0,308.6,144.0,559.0,330.14285714285717,134.0,875.0,181.20833330000002,72.0,400.0,"1840 Sugarbush cess Road, Warren, Vermont",44.145549100000004,-72.879474,16.0
270,Sugarloaf,5092 cess Road,Carrabassett Valley,Maine,04947,4237,2820,1417,0.0,2.0,0.0,3.0,1.0,5.0,2.0,618,3.5,159,200,November 18 2022,April 30 2023,11.0,33.0,28.0,37.0,24.0,11.0,30,829,1329,989,33,46,49,39,29,55,https://www.onthesnow.com/maine/sugarloaf/ski-resort.html,22,32,26,20,0,1,1,0,245.58333333333331,80.0,650.0,246.94285714285718,80.0,650.0,233.22857142857143,80.0,650.0,226.66666666666663,80.0,453.0,212.22222222222226,80.0,453.0,124.28571428571428,49.0,259.0,335.7428571428572,132.0,650.0,345.6571428571428,125.0,880.0,350.0571428571429,125.0,880.0,317.34285714285716,125.0,705.0,280.88235294117646,125.0,590.0,190.33333330000002,49.0,428.0,"5092 cess Road, Carrabassett Valley, Maine",45.0440869,-70.32660779999999,13.0
271,The Summit at Snoqualmie,P.O. Box 1068,Snoquale Pass,Washington,98068,3865,1025,2840,0.0,2.0,0.0,4.0,3.0,6.0,5.0,5,0.8,120,428,December 01 2023,April 28 2024,7.0,71.0,61.0,62.0,34.0,14.0,419,519,699,449,15,51,85,51,15,62,https://www.onthesnow.com/washington/the-sumt-at-snoquale/ski-resort.html,15,40,45,0,0,0,1,0,260.8055555555556,99.0,613.0,264.85714285714283,99.0,833.0,284.45714285714286,99.0,644.0,249.0,99.0,644.0,245.12121212121207,89.0,613.0,178.89285714285714,65.0,466.0,295.8,134.0,613.0,346.6285714285715,130.0,974.0,362.9714285714286,140.0,993.0,376.09090909090907,132.0,1200.0,347.6875,90.0,1200.0,244.125,78.0,580.0,"P.O. Box 1068, Snoquale Pass, Washington",47.392334600000005,-121.4000942,20.0
272,Sun Valley,P.O. Box 10,Sun Valley,Idaho,83353,9150,3400,5750,1.0,10.0,0.0,0.0,3.0,1.0,2.0,645,3.6,149,220,November 23 2023,April 14 2024,8.0,56.0,35.0,40.0,30.0,10.0,799,1459,2499,114,214,138,114,214,138,102,https://www.onthesnow.com/idaho/sun-valley/ski-resort.html,0,0,0,0,0,1,1,0,156.61111111111111,85.0,232.0,211.62857142857143,89.0,368.0,214.4,95.0,347.0,209.88888888888889,95.0,347.0,218.62857142857143,95.0,850.0,92.92307692307692,54.0,195.0,267.7428571428572,129.0,800.0,334.62857142857143,95.0,850.0,306.14285714285717,95.0,690.0,292.7428571428572,95.0,690.0,313.0,117.0,990.0,183.54166669999998,68.0,490.0,"P.O. Box 10, Sun Valley, Idaho",43.6847762,-114.3690043,17.0
273,Sunburst,8355 Prospect Drive,Kewaskum,Wisconsin,53040-9478,1100,214,866,0.0,0.0,0.0,0.0,0.0,3.0,7.0,37,0.5,99,50,December 02 2023,March 17 2024,0.0,4.0,3.0,4.0,0.6,0.0,249,25,33,25,27,44,25,25,33,25,https://www.onthesnow.com/wisconsin/sunburst/ski-resort.html,18,55,18,9,0,0,0,0,206.91666666666663,60.0,895.0,175.34285714285718,59.0,895.0,196.62857142857143,58.0,989.0,167.83333333333334,58.0,475.0,180.80555555555557,59.0,475.0,128.2173913043478,50.0,319.0,240.4,107.0,895.0,261.8285714285714,102.0,895.0,252.57142857142856,107.0,993.0,217.57142857142856,107.0,475.0,219.97142857142856,102.0,475.0,232.375,85.0,600.0,"8355 Prospect Drive, Kewaskum, Wisconsin",43.49342,-88.2261583,10.0
274,Sundance,RR #3 Box A-1,Sundance,Utah,84604,8250,2150,6100,0.0,1.0,0.0,4.0,1.0,0.0,3.0,125,0.6,128,320,December 02 2023,April 07 2024,13.0,46.0,62.0,39.0,32.0,0.7,399,499,849,350,79,119,55,89,129,65,https://www.onthesnow.com/utah/sundance/ski-resort.html,21,32,43,4,0,0,0,0,463.0555555555555,160.0,1650.0,484.8,94.0,1650.0,541.2571428571429,102.0,1550.0,522.5555555555555,102.0,1550.0,608.7222222222222,113.0,3662.0,487.28,160.0,1315.0,558.5428571428571,201.0,1650.0,669.8571428571429,221.0,1650.0,615.5428571428571,201.0,1550.0,623.9428571428573,224.0,1550.0,710.6857142857143,230.0,3662.0,652.75,198.0,1315.0,"RR #3 Box A-1, Sundance, Utah",40.3934222,-111.5887709,9.0
275,Sunday River,PO Box 4500,Newry,Maine,04217,3140,2340,800,1.0,4.0,0.0,5.0,3.0,2.0,4.0,552,3.0,165,167,November 17 2022,April 23 2023,8.0,27.0,24.0,35.0,20.0,5.0,30,829,1329,989,33,46,49,39,29,55,https://www.onthesnow.com/maine/sunday-river/ski-resort.html,30,36,18,16,0,0,1,0,247.69444444444446,89.0,2010.0,308.02857142857135,87.0,2644.0,329.0,89.0,2808.0,311.9166666666667,89.0,2452.0,255.61111111111111,85.0,2485.0,137.72,75.0,600.0,366.79411764705884,111.0,2010.0,332.0,111.0,704.0,336.17142857142863,111.0,604.0,379.28571428571433,111.0,2452.0,391.22857142857146,111.0,2485.0,203.58333330000002,102.0,600.0,"PO Box 4500, Newry, Maine",44.4884245,-70.78857649999998,19.0
276,Sundown Mountain,16991 Asbury Road,Dubuque,Iowa,52002,1059,475,584,0.0,0.0,0.0,1.0,1.0,2.0,2.0,55,0.6,0,45,December 12 2023,March 19 2024,0.0,6.0,6.0,8.0,2.0,0.0,360,478,30,38,33,36,46,39,29,55,https://www.onthesnow.com/iowa/sundown-mountain/ski-resort.html,0,0,0,0,0,0,0,1,129.65714285714284,57.0,409.0,133.64705882352942,66.0,325.0,127.45714285714287,59.0,410.0,118.36111111111113,67.0,410.0,144.52941176470586,67.0,373.0,85.77777777777777,43.0,145.0,193.79411764705884,87.0,409.0,191.2647058823529,86.0,390.0,209.2647058823529,87.0,475.0,191.3125,87.0,410.0,211.0,86.0,389.0,120.91666670000001,54.0,295.0,"16991 Asbury Road, Dubuque, Iowa",42.516338,-90.82166590000001,6.0
277,Sunlight Mountain,10901 County Road 117,Glenwood Springs,Colorado,81601,9895,2010,7885,0.0,0.0,0.0,0.0,1.0,2.0,0.0,30,2.5,100,250,November 24 2023,April 02 2024,4.0,36.0,38.0,33.0,34.0,2.0,319,419,559,419,33,45,65,45,29,45,https://www.onthesnow.com/colorado/sunlight-mountain-resort/ski-resort.html,15,30,18,38,0,0,0,0,214.4857142857143,82.0,543.0,182.8,82.0,351.0,193.65714285714282,82.0,400.0,198.14705882352942,82.0,391.0,189.94285714285718,82.0,365.0,152.21428571428572,82.0,250.0,302.51428571428573,141.0,543.0,324.6,141.0,594.0,305.82857142857137,141.0,479.0,277.54285714285714,141.0,529.0,305.57142857142856,134.0,755.0,266.4166667,135.0,450.0,"10901 County Road 117, Glenwood Springs, Colorado",39.399887,-107.33873390000001,3.0
278,Sunrise Park,P.O. Box 117,Greer,Arizona,85927,11100,1800,9200,0.0,1.0,0.0,2.0,2.0,1.0,2.0,80,1.2,105,250,December 02 2023,April 01 2024,5.0,28.0,38.0,32.0,12.0,0.0,349,429,649,369,45,54,70,54,54,63,https://www.onthesnow.com/arizona/sunrise-park-resort/ski-resort.html,46,28,22,5,0,0,0,1,165.54285714285714,84.0,451.0,180.05714285714282,84.0,550.0,172.05714285714282,84.0,411.0,176.77142857142857,84.0,464.0,162.94285714285715,78.0,439.0,170.64,75.0,357.0,239.25714285714287,142.0,452.0,235.44117647058826,137.0,550.0,222.7647058823529,134.0,411.0,241.4857142857143,138.0,485.0,238.8,120.0,485.0,219.75,108.0,485.0,"P.O. Box 117, Greer, Arizona",34.0095187,-109.4585456,8.0
279,Swain,P.O. Box 44,Swain,New York,14884,1970,650,1320,0.0,0.0,0.0,3.0,0.0,1.0,1.0,90,1.0,102,120,December 23 2023,March 26 2024,0.1,11.0,20.0,22.0,12.0,0.0,10,650,750,650,33,43,55,43,29,62,https://www.onthesnow.com/new-york/swain/ski-resort.html,31,37,31,0,0,0,0,0,161.05714285714285,75.0,290.0,161.31428571428572,96.0,295.0,172.94285714285718,101.0,295.0,167.02777777777774,75.0,295.0,162.97142857142856,96.0,295.0,121.42857142857143,60.0,295.0,186.94285714285718,110.0,335.0,176.02857142857144,110.0,260.0,189.02857142857144,110.0,357.0,182.4,110.0,335.0,192.02857142857144,110.0,335.0,155.625,84.0,300.0,"P.O. Box 44, Swain, New York",42.477844299999994,-77.85333220000001,5.0
280,Swiss Valley,Route #1,Jones,Michigan,49061,1200,225,975,0.0,0.0,0.0,2.0,1.0,0.0,4.0,60,0.1,54,60,December 26 2023,March 13 2024,0.0,5.0,17.0,20.0,3.0,0.0,26,32,30,42,33,46,49,39,29,55,https://www.onthesnow.com/Michigan/swiss-valley/ski-resort.html,36,36,27,0,0,0,0,1,190.74285714285716,59.0,368.0,169.14285714285714,59.0,325.0,178.85714285714286,59.0,328.0,179.74285714285713,59.0,350.0,230.55882352941174,59.0,995.0,182.36,41.0,719.0,280.0625,99.0,461.0,264.16129032258067,95.0,460.0,253.83870967741936,109.0,425.0,284.38235294117646,109.0,995.0,294.03225806451616,107.0,514.0,278.6,88.0,719.0,"Route #1, Jones, Michigan",41.9042867,-85.79887140000001,7.0
281,Tahoe Donner,11509 Northwoods Blvd.,Truckee,California,96161,7350,600,6750,0.0,0.0,0.0,1.0,1.0,0.0,3.0,20,1.0,150,350,December 08 2023,April 14 2024,4.0,38.0,58.0,57.0,58.0,3.0,44,64,74,44,44,64,74,44,29,55,https://www.onthesnow.com/california/tahoe-donner/ski-resort.html,40,50,10,0,0,0,0,0,231.26666666666668,139.0,475.0,257.2352941176471,118.0,595.0,264.53125,139.0,590.0,278.5588235294117,125.0,539.0,232.41176470588238,125.0,435.0,136.35294117647058,79.0,226.0,275.88235294117646,148.0,481.0,311.34285714285716,165.0,625.0,305.0571428571429,165.0,590.0,314.4,165.0,555.0,303.3142857142857,145.0,568.0,210.52631580000002,83.0,400.0,"11509 Northwoods Blvd., Truckee, California",39.343636700000005,-120.2149387,5.0
282,Tamarack,PMB 3003,Tamark,Idaho,83615,7700,2800,4900,0.0,2.0,0.0,2.0,0.0,0.0,2.0,200,1.5,0,300,December 09 2023,April 09 2024,10.0,60.0,50.0,54.0,41.0,1.0,332,265,599,332,32,46,71,46,32,46,https://www.onthesnow.com/idaho/tamark-resort/ski-resort.html,21,35,44,0,0,0,0,1,253.6969696969697,101.0,861.0,319.62857142857143,101.0,861.0,302.85714285714283,101.0,861.0,298.0,101.0,840.0,272.3235294117647,95.0,672.0,205.7142857142857,73.0,420.0,285.4705882352941,107.0,911.0,347.91428571428565,115.0,911.0,335.3142857142857,115.0,911.0,331.51428571428573,115.0,840.0,316.02857142857135,109.0,795.0,231.54166669999998,73.0,493.0,"PMB 3003, Tamark, Idaho",44.9551656,-116.38568959999999,6.0
283,Taos Ski Valley,P.O. Box 90,Taos Ski Valley,New Mexico,87525,12481,3281,9200,1.0,1.0,0.0,3.0,4.0,1.0,3.0,647,5.0,137,300,November 24 2023,April 07 2024,16.0,38.0,34.0,45.0,41.0,6.0,695,1045,1450,1305,150,150,195,165,150,150,https://www.onthesnow.com/new-mexico/taos-ski-valley/ski-resort.html,14,16,30,40,0,1,1,0,160.54285714285714,76.0,350.0,219.4,80.0,500.0,195.8,81.0,433.0,207.08333333333331,81.0,491.0,175.47222222222226,81.0,420.0,118.92857142857143,70.0,181.0,235.34285714285718,129.0,549.0,353.9428571428571,145.0,565.0,378.28571428571433,145.0,799.0,401.45714285714286,145.0,799.0,280.42857142857144,129.0,549.0,161.95833330000002,96.0,500.0,"P.O. Box 90, Taos Ski Valley, New Mexico",36.5959999,-105.4545,13.0
284,Telluride,565 Mountain Village Blvd.,Telluride,Colorado,81435,13150,4425,8725,2.0,6.0,0.0,1.0,2.0,2.0,4.0,220,4.6,136,280,November 23 2023,April 07 2024,16.0,49.0,47.0,52.0,49.0,4.0,735,1100,2600,1955,106,209,160,119,219,179,https://www.onthesnow.com/colorado/telluride/ski-resort.html,16,30,21,34,0,0,0,0,308.1111111111111,118.0,709.0,498.54285714285714,126.0,1229.0,493.9428571428571,167.0,1017.0,471.52777777777777,65.0,1456.0,336.9166666666667,65.0,750.0,211.7647058823529,138.0,320.0,425.45714285714286,229.0,711.0,746.6,216.0,1559.0,699.742857142857,360.0,1395.0,737.8,115.0,1695.0,504.6285714285714,225.0,809.0,289.86956519999995,149.0,500.0,"565 Mountain Village Blvd., Telluride, Colorado",37.9366359,-107.84549809999999,17.0
285,Terry Peak,P.O. Box 774,Lead,South Dakota,57754,7100,1100,5900,0.0,3.0,0.0,0.0,1.0,0.0,1.0,225,1.2,114,150,December 02 2023,April 07 2024,3.0,26.0,23.0,29.0,19.0,0.5,10,445,742,10,33,45,60,39,29,45,https://www.onthesnow.com/south-dakota/terry-peak-ski-area/ski-resort.html,0,0,0,0,0,0,0,1,150.48571428571432,70.0,400.0,134.82857142857142,68.0,359.0,135.8,71.0,359.0,153.45714285714286,71.0,359.0,155.68571428571428,71.0,359.0,140.35714285714286,40.0,338.0,176.77142857142857,71.0,400.0,176.97142857142856,71.0,410.0,181.85714285714286,71.0,400.0,188.4857142857143,71.0,359.0,198.0,71.0,359.0,190.5,75.0,338.0,"P.O. Box 774, Lead, South Dakota",44.3522065,-103.7651984,5.0
286,Teton Pass,PO Box 1354,Choteau,Montana,59422,7200,1010,6190,0.0,0.0,0.0,0.0,0.0,1.0,2.0,330,3.0,40,250,December 16 2022,April 15 2023,0.0,12.0,20.0,25.0,11.0,0.5,296,450,600,500,33,33,39,36,29,33,https://www.onthesnow.com/montana/teton-pass-ski-area/ski-resort.html,0,0,0,0,0,0,0,0,124.14285714285714,74.0,285.0,129.11428571428573,74.0,285.0,121.42857142857143,75.0,251.0,119.63888888888887,74.0,251.0,125.97222222222223,74.0,285.0,121.35714285714286,55.0,300.0,150.54285714285714,75.0,300.0,155.62857142857143,75.0,350.0,150.62857142857143,75.0,350.0,152.57142857142858,86.0,350.0,150.8,86.0,285.0,151.95833330000002,75.0,307.0,"PO Box 1354, Choteau, Montana",47.8124531,-112.1836301,3.0
287,Boyne Highlands,600 Highlands Drive,Harbor Springs,Michigan,49740,1290,552,745,0.0,1.0,0.0,3.0,4.0,0.0,2.0,400,1.2,97,140,November 24 2023,March 24 2024,4.0,32.0,45.0,31.0,10.0,0.5,296,478,490,258,33,46,49,39,29,55,https://www.onthesnow.com/Michigan/boyne-highlands/ski-resort.html,36,31,31,2,0,0,1,0,206.4857142857143,115.0,400.0,200.0,85.0,319.0,213.37142857142857,115.0,328.0,208.17142857142858,115.0,310.0,201.68571428571425,74.0,339.0,187.57142857142856,90.0,320.0,271.8285714285714,126.0,500.0,286.62857142857143,100.0,595.0,259.1142857142857,100.0,430.0,278.8857142857143,100.0,500.0,291.9705882352941,120.0,650.0,263.2083333,126.0,475.0,"600 Highlands Drive, Harbor Springs, Michigan",45.470786700000005,-84.93535419999998,10.0
288,The Homestead,1 Wood Ridge Road,Glen Arbor,Michigan,49636,900,320,580,0.0,0.0,0.0,0.0,2.0,1.0,2.0,16,0.2,47,150,December 26 2023,March 17 2024,0.0,3.0,14.0,10.0,1.0,0.0,29,249,299,249,29,42,50,42,29,42,https://www.onthesnow.com/Michigan/the-homestead/ski-resort.html,27,47,27,0,0,0,0,0,214.02941176470588,87.0,519.0,229.3939393939394,99.0,427.0,228.35294117647058,99.0,362.0,242.5757575757576,99.0,475.0,239.88235294117646,99.0,475.0,188.33333333333331,68.0,350.0,246.2,100.0,519.0,301.6,112.0,669.0,298.3142857142857,110.0,548.0,295.14705882352933,116.0,548.0,273.3235294117647,112.0,662.0,261.2083333,110.0,560.0,"1 Wood Ridge Road, Glen Arbor, Michigan",44.9134552,-85.96434500000002,5.0
289,Thunder Ridge,Rt. #22 PO Box 627,Patterson,New York,12563,1270,500,770,0.0,0.0,0.0,0.0,1.0,2.0,3.0,100,0.4,121,0,December 17 2023,April 01 2024,0.0,2.0,12.0,15.0,9.0,0.0,179,369,499,369,20,42,57,42,29,55,https://www.onthesnow.com/new-york/thunder-ridge/ski-resort.html,0,0,0,0,0,0,0,0,270.6666666666667,98.0,661.0,269.9032258064516,98.0,695.0,273.54545454545456,120.0,695.0,278.0,95.0,695.0,302.6,120.0,745.0,245.64,103.0,600.0,318.90909090909093,120.0,661.0,298.90625,120.0,695.0,298.46875,120.0,695.0,312.75,120.0,695.0,337.48387096774195,120.0,745.0,369.375,90.0,940.0,"Rt. #22 PO Box 627, Patterson, New York",41.5078495,-73.5868118,6.0
290,Timber Ridge,07500 23 1/2 Street,Gobles,Michigan,49055,850,250,600,0.0,0.0,0.0,1.0,1.0,2.0,6.0,50,0.3,80,0,December 20 2023,March 17 2024,0.0,4.0,15.0,13.0,3.0,0.0,399,29,35,34,45,46,49,39,29,55,https://www.onthesnow.com/Michigan/timber-ridge/ski-resort.html,53,26,16,5,0,0,0,0,180.24242424242425,72.0,375.0,166.78787878787878,69.0,375.0,213.85294117647058,72.0,1099.0,201.44117647058826,72.0,1039.0,207.32352941176467,69.0,819.0,148.60714285714286,62.0,389.0,241.71875,125.0,482.0,238.16129032258064,125.0,505.0,263.5806451612903,124.0,1099.0,266.4848484848485,124.0,1039.0,257.7878787878788,125.0,819.0,227.83333330000002,88.0,464.0,"07500 23 1/2 Street, Gobles, Michigan",42.3914272,-85.7810006,10.0
291,Timberline Mountain,HC 70 Box 488,Davis,West Virginia,26260,4265,1000,3268,0.0,0.0,1.0,1.0,2.0,1.0,1.0,100,2.0,97,150,November 23 2023,March 26 2024,0.0,5.0,19.0,22.0,13.0,0.0,432,649,432,52,72,72,92,39,29,55,https://www.onthesnow.com/west-virginia/timberline-four-seasons/ski-resort.html,50,18,23,9,0,0,0,0,150.85294117647058,75.0,317.0,151.62857142857143,75.0,290.0,155.02857142857144,75.0,296.0,146.75757575757575,68.0,264.0,161.28571428571428,68.0,278.0,111.76923076923076,46.0,235.0,214.0,110.0,437.0,227.28571428571428,111.0,543.0,227.0857142857143,121.0,481.0,218.41176470588238,121.0,480.0,217.11764705882354,117.0,484.0,170.2272727,81.0,320.0,"HC 70 Box 488, Davis, West Virginia",39.1287189,-79.46477390000001,6.0
